-2 -2 -0.028654
-1.9 -2 -0.023864
-1.8 -2 -0.010706
-1.7 -2 -0.0047996
-1.6 -2 0.012989
-1.5 -2 0.019521
-1.4 -2 0.024656
-1.3 -2 0.034341
-1.2 -2 0.038542
-1.1 -2 0.038912
-1 -2 0.041058
-0.9 -2 0.039797
-0.8 -2 0.039056
-0.7 -2 0.034811
-0.6 -2 0.032225
-0.5 -2 0.029286
-0.4 -2 0.024141
-0.3 -2 0.019259
-0.2 -2 0.013286
-0.1 -2 0.0097767
0 -2 0.0078527
0.1 -2 0.009725
0.2 -2 0.011884
0.3 -2 0.013344
0.4 -2 0.020819
0.5 -2 0.027218
0.6 -2 0.028694
0.7 -2 0.032442
0.8 -2 0.034096
0.9 -2 0.037052
1 -2 0.042109
1.1 -2 0.041628
1.2 -2 0.039537
1.3 -2 0.037149
1.4 -2 0.033441
1.5 -2 0.030778
1.6 -2 0.02453
1.7 -2 0.017983
1.8 -2 0.011624
1.9 -2 0.00088282
2 -2 -0.0048028
-2 -1.9 -0.029495
-1.9 -1.9 -0.025313
-1.8 -1.9 -0.013245
-1.7 -1.9 -0.0047015
-1.6 -1.9 0.012167
-1.5 -1.9 0.019366
-1.4 -1.9 0.02487
-1.3 -1.9 0.035795
-1.2 -1.9 0.039233
-1.1 -1.9 0.042069
-1 -1.9 0.04034
-0.9 -1.9 0.039649
-0.8 -1.9 0.036711
-0.7 -1.9 0.031513
-0.6 -1.9 0.026904
-0.5 -1.9 0.023151
-0.4 -1.9 0.018683
-0.3 -1.9 0.013262
-0.2 -1.9 0.0073118
-0.1 -1.9 0.00084821
0 -1.9 -0.0014475
0.1 -1.9 -0.00061961
0.2 -1.9 0.0030125
0.3 -1.9 0.0044538
0.4 -1.9 0.011497
0.5 -1.9 0.019187
0.6 -1.9 0.021023
0.7 -1.9 0.023139
0.8 -1.9 0.024157
0.9 -1.9 0.028838
1 -1.9 0.032853
1.1 -1.9 0.031344
1.2 -1.9 0.029934
1.3 -1.9 0.026849
1.4 -1.9 0.023141
1.5 -1.9 0.019915
1.6 -1.9 0.01319
1.7 -1.9 0.0076804
1.8 -1.9 0.0012323
1.9 -1.9 -0.0088568
2 -1.9 -0.014566
-2 -1.8 -0.033259
-1.9 -1.8 -0.029523
-1.8 -1.8 -0.017615
-1.7 -1.8 -0.0051508
-1.6 -1.8 0.0096837
-1.5 -1.8 0.017249
-1.4 -1.8 0.028806
-1.3 -1.8 0.034008
-1.2 -1.8 0.036381
-1.1 -1.8 0.036513
-1 -1.8 0.034427
-0.9 -1.8 0.032897
-0.8 -1.8 0.030334
-0.7 -1.8 0.024581
-0.6 -1.8 0.021024
-0.5 -1.8 0.016375
-0.4 -1.8 0.010308
-0.3 -1.8 0.0039773
-0.2 -1.8 -0.0025909
-0.1 -1.8 -0.01127
0 -1.8 -0.015026
0.1 -1.8 -0.015589
0.2 -1.8 -0.014448
0.3 -1.8 -0.011221
0.4 -1.8 -0.0043788
0.5 -1.8 0.0028695
0.6 -1.8 0.0046121
0.7 -1.8 0.0095677
0.8 -1.8 0.012073
0.9 -1.8 0.017496
1 -1.8 0.023438
1.1 -1.8 0.023888
1.2 -1.8 0.024838
1.3 -1.8 0.021965
1.4 -1.8 0.01913
1.5 -1.8 0.016802
1.6 -1.8 0.010423
1.7 -1.8 0.0062999
1.8 -1.8 0.00018295
1.9 -1.8 -0.010907
2 -1.8 -0.017957
-2 -1.7 -0.035062
-1.9 -1.7 -0.030611
-1.8 -1.7 -0.019336
-1.7 -1.7 -0.0041703
-1.6 -1.7 0.0086839
-1.5 -1.7 0.016011
-1.4 -1.7 0.027772
-1.3 -1.7 0.026916
-1.2 -1.7 0.030056
-1.1 -1.7 0.030205
-1 -1.7 0.028102
-0.9 -1.7 0.024836
-0.8 -1.7 0.0209
-0.7 -1.7 0.014886
-0.6 -1.7 0.011251
-0.5 -1.7 0.0068896
-0.4 -1.7 0.0010645
-0.3 -1.7 -0.0059568
-0.2 -1.7 -0.012674
-0.1 -1.7 -0.020938
0 -1.7 -0.02546
0.1 -1.7 -0.022886
0.2 -1.7 -0.020994
0.3 -1.7 -0.019153
0.4 -1.7 -0.011906
0.5 -1.7 -0.0043822
0.6 -1.7 -0.0020282
0.7 -1.7 0.0017565
0.8 -1.7 0.0052464
0.9 -1.7 0.013736
1 -1.7 0.019173
1.1 -1.7 0.02176
1.2 -1.7 0.024185
1.3 -1.7 0.023047
1.4 -1.7 0.018259
1.5 -1.7 0.015033
1.6 -1.7 0.0096165
1.7 -1.7 0.0046006
1.8 -1.7 -0.0036643
1.9 -1.7 -0.014869
2 -1.7 -0.021855
-2 -1.6 -0.044854
-1.9 -1.6 -0.039786
-1.8 -1.6 -0.028828
-1.7 -1.6 -0.015608
-1.6 -1.6 -0.0013453
-1.5 -1.6 0.011766
-1.4 -1.6 0.020905
-1.3 -1.6 0.022818
-1.2 -1.6 0.026625
-1.1 -1.6 0.026796
-1 -1.6 0.027081
-0.9 -1.6 0.023834
-0.8 -1.6 0.019283
-0.7 -1.6 0.011798
-0.6 -1.6 0.0065209
-0.5 -1.6 0.0023154
