-2 -2 0.050914
-1.9 -2 0.05025
-1.8 -2 0.0495
-1.7 -2 0.048682
-1.6 -2 0.047707
-1.5 -2 0.046921
-1.4 -2 0.046036
-1.3 -2 0.044972
-1.2 -2 0.043979
-1.1 -2 0.042965
-1 -2 0.041693
-0.9 -2 0.040725
-0.8 -2 0.039339
-0.7 -2 0.038219
-0.6 -2 0.036919
-0.5 -2 0.035719
-0.4 -2 0.034368
-0.3 -2 0.032952
-0.2 -2 0.031359
-0.1 -2 0.030083
0 -2 0.028309
0.1 -2 0.027053
0.2 -2 0.025324
0.3 -2 0.023919
0.4 -2 0.022279
0.5 -2 0.020628
0.6 -2 0.018847
0.7 -2 0.017345
0.8 -2 0.015956
0.9 -2 0.014389
1 -2 0.012817
1.1 -2 0.011569
1.2 -2 0.010181
1.3 -2 0.0085279
1.4 -2 0.0070966
1.5 -2 0.0058466
1.6 -2 0.0045907
1.7 -2 0.0034367
1.8 -2 0.0022709
1.9 -2 0.00091271
2 -2 -0.00052394
-2 -1.9 0.050439
-1.9 -1.9 0.049763
-1.8 -1.9 0.048988
-1.7 -1.9 0.048106
-1.6 -1.9 0.047116
-1.5 -1.9 0.046272
-1.4 -1.9 0.045413
-1.3 -1.9 0.044255
-1.2 -1.9 0.043319
-1.1 -1.9 0.042301
-1 -1.9 0.04104
-0.9 -1.9 0.039762
-0.8 -1.9 0.038517
-0.7 -1.9 0.037168
-0.6 -1.9 0.035797
-0.5 -1.9 0.034543
-0.4 -1.9 0.033452
-0.3 -1.9 0.03227
-0.2 -1.9 0.030662
-0.1 -1.9 0.029314
0 -1.9 0.0275
0.1 -1.9 0.025974
0.2 -1.9 0.024363
0.3 -1.9 0.023004
0.4 -1.9 0.021338
0.5 -1.9 0.01942
0.6 -1.9 0.017862
0.7 -1.9 0.016257
0.8 -1.9 0.014801
0.9 -1.9 0.013181
1 -1.9 0.011597
1.1 -1.9 0.010248
1.2 -1.9 0.0087231
1.3 -1.9 0.00714
1.4 -1.9 0.0057467
1.5 -1.9 0.0045784
1.6 -1.9 0.0034153
1.7 -1.9 0.0021507
1.8 -1.9 0.0008243
1.9 -1.9 -0.00049983
2 -1.9 -0.0016605
-2 -1.8 0.049855
-1.9 -1.8 0.04918
-1.8 -1.8 0.048371
-1.7 -1.8 0.047537
-1.6 -1.8 0.046472
-1.5 -1.8 0.045646
-1.4 -1.8 0.044636
-1.3 -1.8 0.043548
-1.2 -1.8 0.042525
-1.1 -1.8 0.041399
-1 -1.8 0.03994
-0.9 -1.8 0.038748
-0.8 -1.8 0.037347
-0.7 -1.8 0.036042
-0.6 -1.8 0.034746
-0.5 -1.8 0.033736
-0.4 -1.8 0.032597
-0.3 -1.8 0.031367
-0.2 -1.8 0.029871
-0.1 -1.8 0.02829
0 -1.8 0.026482
0.1 -1.8 0.024965
0.2 -1.8 0.023279
0.3 -1.8 0.021894
0.4 -1.8 0.020116
0.5 -1.8 0.018146
0.6 -1.8 0.016272
0.7 -1.8 0.01494
0.8 -1.8 0.013457
0.9 -1.8 0.011823
1 -1.8 0.010272
1.1 -1.8 0.0089901
1.2 -1.8 0.0074383
1.3 -1.8 0.0059651
1.4 -1.8 0.0046772
1.5 -1.8 0.0035864
1.6 -1.8 0.002127
1.7 -1.8 0.00093912
1.8 -1.8 -0.00026353
1.9 -1.8 -0.0017328
2 -1.8 -0.0029637
-2 -1.7 0.049243
-1.9 -1.7 0.048603
-1.8 -1.7 0.047811
-1.7 -1.7 0.046876
-1.6 -1.7 0.045855
-1.5 -1.7 0.044862
-1.4 -1.7 0.043674
-1.3 -1.7 0.042547
-1.2 -1.7 0.041455
-1.1 -1.7 0.040305
-1 -1.7 0.038951
-0.9 -1.7 0.037563
-0.8 -1.7 0.036197
-0.7 -1.7 0.034845
-0.6 -1.7 0.033753
-0.5 -1.7 0.032702
-0.4 -1.7 0.031545
-0.3 -1.7 0.030319
-0.2 -1.7 0.028952
-0.1 -1.7 0.027336
0 -1.7 0.025542
0.1 -1.7 0.02395
0.2 -1.7 0.022426
0.3 -1.7 0.020792
0.4 -1.7 0.019005
0.5 -1.7 0.01667
0.6 -1.7 0.015103
0.7 -1.7 0.013719
0.8 -1.7 0.01224
0.9 -1.7 0.010721
1 -1.7 0.0091973
1.1 -1.7 0.0077529
1.2 -1.7 0.0063462
1.3 -1.7 0.0048808
1.4 -1.7 0.0035875
1.5 -1.7 0.0021974
1.6 -1.7 0.00085859
1.7 -1.7 -0.00039409
1.8 -1.7 -0.0017821
1.9 -1.7 -0.0029524
2 -1.7 -0.0041648
-2 -1.6 0.048343
-1.9 -1.6 0.047713
-1.8 -1.6 0.046869
-1.7 -1.6 0.045856
-1.6 -1.6 0.044911
-1.5 -1.6 0.043757
-1.4 -1.6 0.04271
-1.3 -1.6 0.041665
-1.2 -1.6 0.040464
-1.1 -1.6 0.039253
-1 -1.6 0.037974
-0.9 -1.6 0.03643
-0.8 -1.6 0.035169
-0.7 -1.6 0.033802
-0.6 -1.6 0.032707
-0.5 -1.6 0.031748
-0.4 -1.6 0.030615
-0.3 -1.6 0.029414
-0.2 -1.6 0.028103
-0.1 -1.6 0.02643
0 -1.6 0.024548
0.1 -1.6 0.022923
0.2 -1.6 0.021334
0.3 -1.6 0.019494
0.4 -1.6 0.017499
0.5 -1.6 0.015377
0.6 -1.6 0.014008
0.7 -1.6 0.012517
0.8 -1.6 0.011125
0.9 -1.6 0.0095327
1 -1.6 0.0080472
1.1 -1.6 0.0066212
1.2 -1.6 0.0050213
1.3 -1.6 0.0034041
1.4 -1.6 0.0021703
1.5 -1.6 0.00088017
1.6 -1.6 -0.00041067
1.7 -1.6 -0.0017502
1.8 -1.6 -0.0029288
1.9 -1.6 -0.0041417
2 -1.6 -0.005449
-2 -1.5 0.047313
-1.9 -1.5 0.046608
-1.8 -1.5 0.045823
-1.7 -1.5 0.044913
-1.6 -1.5 0.04392
-1.5 -1.5 0.042706
-1.4 -1.5 0.041799
-1.3 -1.5 0.040637
-1.2 -1.5 0.039447
-1.1 -1.5 0.038239
-1 -1.5 0.03679
-0.9 -1.5 0.035355
-0.8 -1.5 0.034037
-0.7 -1.5 0.032742
-0.6 -1.5 0.0318
-0.5 -1.5 0.030748
-0.4 -1.5 0.029622
-0.3 -1.5 0.028444
-0.2 -1.5 0.026926
-0.1 -1.5 0.02512
0 -1.5 0.023277
0.1 -1.5 0.02156
0.2 -1.5 0.020104
0.3 -1.5 0.018254
0.4 -1.5 0.01592
0.5 -1.5 0.014217
0.6 -1.5 0.012709
0.7 -1.5 0.011396
0.8 -1.5 0.009776
0.9 -1.5 0.0081181
1 -1.5 0.0066093
1.1 -1.5 0.0050884
1.2 -1.5 0.0034953
1.3 -1.5 0.0021598
1.4 -1.5 0.00077253
1.5 -1.5 -0.00047183
1.6 -1.5 -0.0017244
1.7 -1.5 -0.0029554
1.8 -1.5 -0.0041712
1.9 -1.5 -0.0055609
2 -1.5 -0.0068546
-2 -1.4 0.046383
-1.9 -1.4 0.045621
-1.8 -1.4 0.044843
-1.7 -1.4 0.043912
-1.6 -1.4 0.04287
-1.5 -1.4 0.041711
-1.4 -1.4 0.040506
-1.3 -1.4 0.039503
-1.2 -1.4 0.03818
-1.1 -1.4 0.036972
-1 -1.4 0.035736
-0.9 -1.4 0.034372
-0.8 -1.4 0.033131
-0.7 -1.4 0.031836
-0.6 -1.4 0.030814
-0.5 -1.4 0.02969
-0.4 -1.4 0.028536
-0.3 -1.4 0.02721
-0.2 -1.4 0.025613
-0.1 -1.4 0.023832
0 -1.4 0.022149
0.1 -1.4 0.020277
0.2 -1.4 0.018703
0.3 -1.4 0.016865
0.4 -1.4 0.014655
0.5 -1.4 0.012819
0.6 -1.4 0.011284
0.7 -1.4 0.009903
0.8 -1.4 0.0083284
0.9 -1.4 0.0067492
1 -1.4 0.0050183
1.1 -1.4 0.0035995
1.2 -1.4 0.0021687
1.3 -1.4 0.00077843
1.4 -1.4 -0.00048126
1.5 -1.4 -0.0018088
1.6 -1.4 -0.0030252
1.7 -1.4 -0.0043348
1.8 -1.4 -0.0055502
1.9 -1.4 -0.0069345
2 -1.4 -0.0079725
-2 -1.3 0.045173
-1.9 -1.3 0.044464
-1.8 -1.3 0.043688
-1.7 -1.3 0.042815
-1.6 -1.3 0.041459
-1.5 -1.3 0.040282
-1.4 -1.3 0.03918
-1.3 -1.3 0.037973
-1.2 -1.3 0.036752
-1.1 -1.3 0.035577
-1 -1.3 0.034445
-0.9 -1.3 0.033166
-0.8 -1.3 0.032011
-0.7 -1.3 0.030708
-0.6 -1.3 0.029507
-0.5 -1.3 0.028442
-0.4 -1.3 0.027361
-0.3 -1.3 0.026066
-0.2 -1.3 0.024348
-0.1 -1.3 0.022715
0 -1.3 0.020777
0.1 -1.3 0.019033
0.2 -1.3 0.017289
0.3 -1.3 0.015455
0.4 -1.3 0.013341
0.5 -1.3 0.011581
0.6 -1.3 0.0099198
0.7 -1.3 0.00857
0.8 -1.3 0.0067798
0.9 -1.3 0.0052469
1 -1.3 0.0037968
1.1 -1.3 0.0024052
1.2 -1.3 0.00083701
1.3 -1.3 -0.00054064
1.4 -1.3 -0.0018453
1.5 -1.3 -0.0031378
1.6 -1.3 -0.0044668
1.7 -1.3 -0.0057325
1.8 -1.3 -0.0069852
1.9 -1.3 -0.0081434
2 -1.3 -0.0093111
-2 -1.2 0.044112
-1.9 -1.2 0.043351
-1.8 -1.2 0.042308
-1.7 -1.2 0.041314
-1.6 -1.2 0.039973
-1.5 -1.2 0.038849
-1.4 -1.2 0.037874
-1.3 -1.2 0.036663
-1.2 -1.2 0.035498
-1.1 -1.2 0.034309
-1 -1.2 0.0331
-0.9 -1.2 0.031879
-0.8 -1.2 0.030604
-0.7 -1.2 0.029259
-0.6 -1.2 0.028208
-0.5 -1.2 0.027227
-0.4 -1.2 0.026005
-0.3 -1.2 0.024415
-0.2 -1.2 0.022506
-0.1 -1.2 0.020973
0 -1.2 0.019428
0.1 -1.2 0.017851
0.2 -1.2 0.015888
0.3 -1.2 0.014111
0.4 -1.2 0.01218
0.5 -1.2 0.010284
0.6 -1.2 0.0086386
0.7 -1.2 0.0071083
0.8 -1.2 0.0055555
0.9 -1.2 0.0040002
1 -1.2 0.0024689
1.1 -1.2 0.0010151
1.2 -1.2 -0.00059819
1.3 -1.2 -0.0018943
1.4 -1.2 -0.0032297
1.5 -1.2 -0.0046391
1.6 -1.2 -0.0059447
1.7 -1.2 -0.0070391
1.8 -1.2 -0.0082185
1.9 -1.2 -0.0094116
2 -1.2 -0.010618
-2 -1.1 0.042769
-1.9 -1.1 0.041774
-1.8 -1.1 0.040911
-1.7 -1.1 0.039805
-1.6 -1.1 0.038521
-1.5 -1.1 0.037586
-1.4 -1.1 0.036588
-1.3 -1.1 0.035415
-1.2 -1.1 0.034251
-1.1 -1.1 0.032936
-1 -1.1 0.031656
-0.9 -1.1 0.030543
-0.8 -1.1 0.029384
-0.7 -1.1 0.027942
-0.6 -1.1 0.026907
-0.5 -1.1 0.025813
-0.4 -1.1 0.024393
-0.3 -1.1 0.022446
-0.2 -1.1 0.020837
-0.1 -1.1 0.019471
0 -1.1 0.01801
0.1 -1.1 0.016398
0.2 -1.1 0.014464
0.3 -1.1 0.01262
0.4 -1.1 0.010683
0.5 -1.1 0.0084569
0.6 -1.1 0.0069482
0.7 -1.1 0.0055552
0.8 -1.1 0.003969
0.9 -1.1 0.0024836
1 -1.1 0.00090603
1.1 -1.1 -0.00065155
1.2 -1.1 -0.0022059
1.3 -1.1 -0.0035908
1.4 -1.1 -0.0048341
1.5 -1.1 -0.0060322
1.6 -1.1 -0.0072512
1.7 -1.1 -0.008413
1.8 -1.1 -0.0096447
1.9 -1.1 -0.010841
2 -1.1 -0.011991
-2 -1 0.041538
-1.9 -1 0.04063
-1.8 -1 0.03953
-1.7 -1 0.038377
-1.6 -1 0.037462
-1.5 -1 0.036471
-1.4 -1 0.035249
-1.3 -1 0.034089
-1.2 -1 0.032941
-1.1 -1 0.031513
